text,tokens,ner_tags,spacy_ner_tags
Aide-moi à trouver le moyen de transport idéal de LANESTER à COMBS-LA-VILLE.,"['Aide', '-moi', 'à', 'trouver', 'le', 'moyen', 'de', 'transport', 'idéal', 'de', 'LANESTER', 'à', 'COMBS-LA-VILLE', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 50, 'end': 58, 'label': 'DEP'}, {'start': 61, 'end': 75, 'label': 'ARR'}]"
Y a-t-il une connexion directe entre DOLE et MATOURY ?,"['Y', 'a', '-t', '-il', 'une', 'connexion', 'directe', 'entre', 'DOLE', 'et', 'MATOURY', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 37, 'end': 41, 'label': 'DEP'}, {'start': 45, 'end': 52, 'label': 'ARR'}]"
Montre-moi les directions exactes pour aller de HÉROUVILLE-SAINT-CLAIR à BOURGOIN-JALLIEU.,"['Montre', '-moi', 'les', 'directions', 'exactes', 'pour', 'aller', 'de', 'HÉROUVILLE-SAINT-CLAIR', 'à', 'BOURGOIN', '-', 'JALLIEU', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 48, 'end': 70, 'label': 'DEP'}, {'start': 73, 'end': 89, 'label': 'ARR'}]"
Comment puis-je me rendre le plus simplement possible de LE MANS à MARTIGUES ?,"['Comment', 'puis', '-je', 'me', 'rendre', 'le', 'plus', 'simplement', 'possible', 'de', 'LE', 'MANS', 'à', 'MARTIGUES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 57, 'end': 64, 'label': 'DEP'}, {'start': 67, 'end': 76, 'label': 'ARR'}]"
Quelles sont les étapes principales pour rejoindre MENTON depuis CHAVILLE ?,"['Quelles', 'sont', 'les', 'étapes', 'principales', 'pour', 'rejoindre', 'MENTON', 'depuis', 'CHAVILLE', '?']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0]","[{'start': 65, 'end': 73, 'label': 'DEP'}, {'start': 51, 'end': 57, 'label': 'ARR'}]"
Puis-je rejoindre CUGNAUX depuis NOGENT-SUR-MARNE sans trop de correspondances ?,"['Puis', '-je', 'rejoindre', 'CUGNAUX', 'depuis', 'NOGENT-SUR-MARNE', 'sans', 'trop', 'de', 'correspondances', '?']","[0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0]","[{'start': 33, 'end': 49, 'label': 'DEP'}, {'start': 18, 'end': 25, 'label': 'ARR'}]"
Quel est le parcours le plus rapide pour atteindre BELFORT en partant de SAINT-GERMAIN-EN-LAYE ?,"['Quel', 'est', 'le', 'parcours', 'le', 'plus', 'rapide', 'pour', 'atteindre', 'BELFORT', 'en', 'partant', 'de', 'SAINT-GERMAIN-EN-LAYE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0]","[{'start': 73, 'end': 94, 'label': 'DEP'}, {'start': 51, 'end': 58, 'label': 'ARR'}]"
Quels moyens de transport sont disponibles de DREUX jusqu’à CHAUMONT ?,"['Quels', 'moyens', 'de', 'transport', 'sont', 'disponibles', 'de', 'DREUX', 'jusqu’', 'à', 'CHAUMONT', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0]","[{'start': 46, 'end': 51, 'label': 'DEP'}, {'start': 60, 'end': 68, 'label': 'ARR'}]"
Trouve-moi les indications nécessaires pour aller de ÉPERNAY à ROMANS-SUR-ISÈRE.,"['Trouve', '-moi', 'les', 'indications', 'nécessaires', 'pour', 'aller', 'de', 'ÉPERNAY', 'à', 'ROMANS-SUR-ISÈRE', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 53, 'end': 60, 'label': 'DEP'}, {'start': 63, 'end': 79, 'label': 'ARR'}]"
Puis-je utiliser le transport public pour aller de CORBEIL-ESSONNES à MONT-SAINT-AIGNAN ?,"['Puis', '-je', 'utiliser', 'le', 'transport', 'public', 'pour', 'aller', 'de', 'CORBEIL', '-', 'ESSONNES', 'à', 'MONT-SAINT-AIGNAN', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 51, 'end': 67, 'label': 'DEP'}, {'start': 70, 'end': 87, 'label': 'ARR'}]"
Aide-moi à organiser mon trajet de AIX-LES-BAINS vers NANCY.,"['Aide', '-moi', 'à', 'organiser', 'mon', 'trajet', 'de', 'AIX-LES-BAINS', 'vers', 'NANCY', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 35, 'end': 48, 'label': 'DEP'}, {'start': 54, 'end': 59, 'label': 'ARR'}]"
Est-ce que tu connais un trajet direct de AGEN à NOISY-LE-GRAND ?,"['Est', '-ce', 'que', 'tu', 'connais', 'un', 'trajet', 'direct', 'de', 'AGEN', 'à', 'NOISY-LE-GRAND', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 42, 'end': 46, 'label': 'DEP'}, {'start': 49, 'end': 63, 'label': 'ARR'}]"
Peux-tu me dire comment aller à CHATOU si je pars de VICHY ?,"['Peux', '-', 'tu', 'me', 'dire', 'comment', 'aller', 'à', 'CHATOU', 'si', 'je', 'pars', 'de', 'VICHY', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0]","[{'start': 53, 'end': 58, 'label': 'DEP'}, {'start': 32, 'end': 38, 'label': 'ARR'}]"
Où dois-je me diriger pour aller à CHOISY-LE-ROI depuis NÎMES ?,"['Où', 'dois', '-je', 'me', 'diriger', 'pour', 'aller', 'à', 'CHOISY-LE-ROI', 'depuis', 'NÎMES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0]","[{'start': 56, 'end': 61, 'label': 'DEP'}, {'start': 35, 'end': 48, 'label': 'ARR'}]"
"Je cherche un chemin rapide de LA TESTE-DE-BUCH à ÉLANCOURT, as-tu des conseils ?","['Je', 'cherche', 'un', 'chemin', 'rapide', 'de', 'LA', 'TESTE-DE-BUCH', 'à', 'ÉLANCOURT', ',', 'as', '-', 'tu', 'des', 'conseils', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[{'start': 31, 'end': 47, 'label': 'DEP'}, {'start': 50, 'end': 59, 'label': 'ARR'}]"
Quels sont les transports les plus pratiques de LE TAMPON à SAINT-CLOUD ?,"['Quels', 'sont', 'les', 'transports', 'les', 'plus', 'pratiques', 'de', 'LE', 'TAMPON', 'à', 'SAINT-CLOUD', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 48, 'end': 57, 'label': 'DEP'}, {'start': 60, 'end': 71, 'label': 'ARR'}]"
Est-ce que je peux voyager sans escale de ANGOULÊME à ANTIBES ?,"['Est', '-ce', 'que', 'je', 'peux', 'voyager', 'sans', 'escale', 'de', 'ANGOULÊME', 'à', 'ANTIBES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 42, 'end': 51, 'label': 'DEP'}, {'start': 54, 'end': 61, 'label': 'ARR'}]"
Je souhaite les détails d'un trajet de ANTIBES jusqu'à BEZONS.,"['Je', 'souhaite', 'les', 'détails', ""d'"", 'un', 'trajet', 'de', 'ANTIBES', ""jusqu'"", 'à', 'BEZONS', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0]","[{'start': 39, 'end': 46, 'label': 'DEP'}, {'start': 55, 'end': 61, 'label': 'ARR'}]"
Montre-moi la route la plus directe entre ARMENTIÈRES et SAINT-NAZAIRE.,"['Montre', '-moi', 'la', 'route', 'la', 'plus', 'directe', 'entre', 'ARMENTIÈRES', 'et', 'SAINT-NAZAIRE', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 42, 'end': 53, 'label': 'DEP'}, {'start': 57, 'end': 70, 'label': 'ARR'}]"
Est-ce qu’il y a un itinéraire qui ne fait pas de détour entre LANNION et CLICHY ?,"['Est', '-ce', 'qu’', 'il', 'y', 'a', 'un', 'itinéraire', 'qui', 'ne', 'fait', 'pas', 'de', 'détour', 'entre', 'LANNION', 'et', 'CLICHY', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 63, 'end': 70, 'label': 'DEP'}, {'start': 74, 'end': 80, 'label': 'ARR'}]"
Quel serait le trajet le moins encombré entre NIORT et TOULOUSE ?,"['Quel', 'serait', 'le', 'trajet', 'le', 'moins', 'encombré', 'entre', 'NIORT', 'et', 'TOULOUSE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 46, 'end': 51, 'label': 'DEP'}, {'start': 55, 'end': 63, 'label': 'ARR'}]"
Puis-je me rendre à NIORT sans changer de ligne depuis LINGOLSHEIM ?,"['Puis', '-je', 'me', 'rendre', 'à', 'NIORT', 'sans', 'changer', 'de', 'ligne', 'depuis', 'LINGOLSHEIM', '?']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0]","[{'start': 55, 'end': 66, 'label': 'DEP'}, {'start': 20, 'end': 25, 'label': 'ARR'}]"
Je recherche la meilleure façon de rejoindre REMIRE-MONTJOLY depuis TOULOUSE.,"['Je', 'recherche', 'la', 'meilleure', 'façon', 'de', 'rejoindre', 'REMIRE', '-', 'MONTJOLY', 'depuis', 'TOULOUSE', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[{'start': 68, 'end': 76, 'label': 'DEP'}, {'start': 45, 'end': 60, 'label': 'ARR'}]"
Quel est le trajet le moins coûteux de CAYENNE à ROMANS-SUR-ISÈRE ?,"['Quel', 'est', 'le', 'trajet', 'le', 'moins', 'coûteux', 'de', 'CAYENNE', 'à', 'ROMANS-SUR-ISÈRE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 39, 'end': 46, 'label': 'DEP'}, {'start': 49, 'end': 65, 'label': 'ARR'}]"
Peux-tu m’indiquer le moyen le plus économique pour aller de LES MUREAUX à CHAUMONT ?,"['Peux', '-', 'tu', 'm’', 'indiquer', 'le', 'moyen', 'le', 'plus', 'économique', 'pour', 'aller', 'de', 'LES', 'MUREAUX', 'à', 'CHAUMONT', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 61, 'end': 72, 'label': 'DEP'}, {'start': 75, 'end': 83, 'label': 'ARR'}]"
Quels sont les horaires disponibles pour aller de MANTES-LA-VILLE à ISSY-LES-MOULINEAUX ?,"['Quels', 'sont', 'les', 'horaires', 'disponibles', 'pour', 'aller', 'de', 'MANTES-LA-VILLE', 'à', 'ISSY-LES-MOULINEAUX', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 50, 'end': 65, 'label': 'DEP'}, {'start': 68, 'end': 87, 'label': 'ARR'}]"
Quels transports en commun sont disponibles pour aller de ROANNE à ÉPINAL ?,"['Quels', 'transports', 'en', 'commun', 'sont', 'disponibles', 'pour', 'aller', 'de', 'ROANNE', 'à', 'ÉPINAL', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 58, 'end': 64, 'label': 'DEP'}, {'start': 67, 'end': 73, 'label': 'ARR'}]"
Montre-moi les étapes pour aller de SARTROUVILLE à DÉCINES-CHARPIEU par les transports en commun.,"['Montre', '-moi', 'les', 'étapes', 'pour', 'aller', 'de', 'SARTROUVILLE', 'à', 'DÉCINES', '-', 'CHARPIEU', 'par', 'les', 'transports', 'en', 'commun', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 36, 'end': 48, 'label': 'DEP'}, {'start': 51, 'end': 67, 'label': 'ARR'}]"
Est-ce que je peux prendre un taxi de HÉROUVILLE-SAINT-CLAIR pour rejoindre CHALON-SUR-SAÔNE ?,"['Est', '-ce', 'que', 'je', 'peux', 'prendre', 'un', 'taxi', 'de', 'HÉROUVILLE-SAINT-CLAIR', 'pour', 'rejoindre', 'CHALON-SUR-SAÔNE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0]","[{'start': 38, 'end': 60, 'label': 'DEP'}, {'start': 76, 'end': 92, 'label': 'ARR'}]"
Trouve-moi les correspondances pour un trajet de MALAKOFF à LIMEIL-BRÉVANNES.,"['Trouve', '-moi', 'les', 'correspondances', 'pour', 'un', 'trajet', 'de', 'MALAKOFF', 'à', 'LIMEIL', '-', 'BRÉVANNES', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 49, 'end': 57, 'label': 'DEP'}, {'start': 60, 'end': 76, 'label': 'ARR'}]"
Montre-moi le parcours optimal pour aller de BUSSY-SAINT-GEORGES à LAMBERSART.,"['Montre', '-moi', 'le', 'parcours', 'optimal', 'pour', 'aller', 'de', 'BUSSY-SAINT-GEORGES', 'à', 'LAMBERSART', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 45, 'end': 64, 'label': 'DEP'}, {'start': 67, 'end': 77, 'label': 'ARR'}]"
À quelle heure part le prochain train de BRÉTIGNY-SUR-ORGE vers ARGENTEUIL ?,"['À', 'quelle', 'heure', 'part', 'le', 'prochain', 'train', 'de', 'BRÉTIGNY-SUR-ORGE', 'vers', 'ARGENTEUIL', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 41, 'end': 58, 'label': 'DEP'}, {'start': 64, 'end': 74, 'label': 'ARR'}]"
Combien de temps faut-il pour se rendre de VILLENAVE-D'ORNON à SAINT-ANDRÉ ?,"['Combien', 'de', 'temps', 'faut', '-il', 'pour', 'se', 'rendre', 'de', 'VILLENAVE', '-', ""D'"", 'ORNON', 'à', 'SAINT-ANDRÉ', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 43, 'end': 60, 'label': 'DEP'}, {'start': 63, 'end': 74, 'label': 'ARR'}]"
Est-ce qu'il y a un vol direct entre CAMBRAI et VALLAURIS ?,"['Est', '-ce', ""qu'"", 'il', 'y', 'a', 'un', 'vol', 'direct', 'entre', 'CAMBRAI', 'et', 'VALLAURIS', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 37, 'end': 44, 'label': 'DEP'}, {'start': 48, 'end': 57, 'label': 'ARR'}]"
Peut-on facilement accéder à ANGLET depuis CHARENTON-LE-PONT sans trop de correspondances ?,"['Peut', '-on', 'facilement', 'accéder', 'à', 'ANGLET', 'depuis', 'CHARENTON-LE-PONT', 'sans', 'trop', 'de', 'correspondances', '?']","[0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0]","[{'start': 43, 'end': 60, 'label': 'DEP'}, {'start': 29, 'end': 35, 'label': 'ARR'}]"
Je cherche des options pour un voyage direct entre MARSEILLE et MAMOUDZOU.,"['Je', 'cherche', 'des', 'options', 'pour', 'un', 'voyage', 'direct', 'entre', 'MARSEILLE', 'et', 'MAMOUDZOU', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 51, 'end': 60, 'label': 'DEP'}, {'start': 64, 'end': 73, 'label': 'ARR'}]"
Quel est le trajet le moins rapide de ISSY-LES-MOULINEAUX à BELFORT ?,"['Quel', 'est', 'le', 'trajet', 'le', 'moins', 'rapide', 'de', 'ISSY-LES-MOULINEAUX', 'à', 'BELFORT', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 38, 'end': 57, 'label': 'DEP'}, {'start': 60, 'end': 67, 'label': 'ARR'}]"
Montre-moi un trajet sans escale entre NARBONNE et LES ULIS.,"['Montre', '-moi', 'un', 'trajet', 'sans', 'escale', 'entre', 'NARBONNE', 'et', 'LES', 'ULIS', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[{'start': 39, 'end': 47, 'label': 'DEP'}, {'start': 51, 'end': 59, 'label': 'ARR'}]"
Quels sont les itinéraires alternatifs de SAINT-BRIEUC à CHARLEVILLE-MÉZIÈRES ?,"['Quels', 'sont', 'les', 'itinéraires', 'alternatifs', 'de', 'SAINT-BRIEUC', 'à', 'CHARLEVILLE', '-', 'MÉZIÈRES', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 42, 'end': 54, 'label': 'DEP'}, {'start': 57, 'end': 77, 'label': 'ARR'}]"
Peux-tu vérifier s'il existe un bus direct entre MANDELIEU-LA-NAPOULE et LYON ?,"['Peux', '-', 'tu', 'vérifier', ""s'"", 'il', 'existe', 'un', 'bus', 'direct', 'entre', 'MANDELIEU-LA-NAPOULE', 'et', 'LYON', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 49, 'end': 69, 'label': 'DEP'}, {'start': 73, 'end': 77, 'label': 'ARR'}]"
Comment rejoindre GRIGNY en partant de SAINT-CHAMOND sans trop de correspondances ?,"['Comment', 'rejoindre', 'GRIGNY', 'en', 'partant', 'de', 'SAINT-CHAMOND', 'sans', 'trop', 'de', 'correspondances', '?']","[0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 39, 'end': 52, 'label': 'DEP'}, {'start': 18, 'end': 24, 'label': 'ARR'}]"
Quels sont les services de transport en commun de MONTBÉLIARD à CORMEILLES-EN-PARISIS ?,"['Quels', 'sont', 'les', 'services', 'de', 'transport', 'en', 'commun', 'de', 'MONTBÉLIARD', 'à', 'CORMEILLES-EN-PARISIS', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 50, 'end': 61, 'label': 'DEP'}, {'start': 64, 'end': 85, 'label': 'ARR'}]"
Peux-tu me suggérer un itinéraire de BRON à LENS qui évite les autoroutes ?,"['Peux', '-', 'tu', 'me', 'suggérer', 'un', 'itinéraire', 'de', 'BRON', 'à', 'LENS', 'qui', 'évite', 'les', 'autoroutes', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 37, 'end': 41, 'label': 'DEP'}, {'start': 44, 'end': 48, 'label': 'ARR'}]"
Y a-t-il des trains rapides de AULNAY-SOUS-BOIS à BOURG-EN-BRESSE ?,"['Y', 'a', '-t', '-il', 'des', 'trains', 'rapides', 'de', 'AULNAY-SOUS-BOIS', 'à', 'BOURG-EN-BRESSE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 31, 'end': 47, 'label': 'DEP'}, {'start': 50, 'end': 65, 'label': 'ARR'}]"
Montre-moi les étapes pour aller de VILLENEUVE-LA-GARENNE à SAINTE-ANNE par les transports publics.,"['Montre', '-moi', 'les', 'étapes', 'pour', 'aller', 'de', 'VILLENEUVE-LA-GARENNE', 'à', 'SAINTE-ANNE', 'par', 'les', 'transports', 'publics', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 36, 'end': 57, 'label': 'DEP'}, {'start': 60, 'end': 71, 'label': 'ARR'}]"
Quelle est la fréquence des trains entre CHARLEVILLE-MÉZIÈRES et HÉROUVILLE-SAINT-CLAIR ?,"['Quelle', 'est', 'la', 'fréquence', 'des', 'trains', 'entre', 'CHARLEVILLE', '-', 'MÉZIÈRES', 'et', 'HÉROUVILLE-SAINT-CLAIR', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 41, 'end': 61, 'label': 'DEP'}, {'start': 65, 'end': 87, 'label': 'ARR'}]"
Combien de correspondances y a-t-il entre MATOURY et SAINT-SÉBASTIEN-SUR-LOIRE ?,"['Combien', 'de', 'correspondances', 'y', 'a', '-t', '-il', 'entre', 'MATOURY', 'et', 'SAINT-SÉBASTIEN-SUR-LOIRE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 42, 'end': 49, 'label': 'DEP'}, {'start': 53, 'end': 78, 'label': 'ARR'}]"
Combien coûte un billet pour aller de OLIVET à GIF-SUR-YVETTE ?,"['Combien', 'coûte', 'un', 'billet', 'pour', 'aller', 'de', 'OLIVET', 'à', 'GIF-SUR-YVETTE', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 38, 'end': 44, 'label': 'DEP'}, {'start': 47, 'end': 61, 'label': 'ARR'}]"
Quels sont les moyens les plus écologiques pour voyager de RAMBOUILLET à DEUIL-LA-BARRE ?,"['Quels', 'sont', 'les', 'moyens', 'les', 'plus', 'écologiques', 'pour', 'voyager', 'de', 'RAMBOUILLET', 'à', 'DEUIL-LA-BARRE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 59, 'end': 70, 'label': 'DEP'}, {'start': 73, 'end': 87, 'label': 'ARR'}]"
Peux-tu vérifier les tarifs des trajets de CARCASSONNE à DRAGUIGNAN ?,"['Peux', '-', 'tu', 'vérifier', 'les', 'tarifs', 'des', 'trajets', 'de', 'CARCASSONNE', 'à', 'DRAGUIGNAN', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 43, 'end': 54, 'label': 'DEP'}, {'start': 57, 'end': 67, 'label': 'ARR'}]"
Quels sont les horaires des transports de LUNEL à SAINTE-SUZANNE ?,"['Quels', 'sont', 'les', 'horaires', 'des', 'transports', 'de', 'LUNEL', 'à', 'SAINTE-SUZANNE', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 42, 'end': 47, 'label': 'DEP'}, {'start': 50, 'end': 64, 'label': 'ARR'}]"
Quelle ligne de bus permet d'aller de DRAVEIL à SAINT-BRIEUC ?,"['Quelle', 'ligne', 'de', 'bus', 'permet', ""d'"", 'aller', 'de', 'DRAVEIL', 'à', 'SAINT-BRIEUC', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 38, 'end': 45, 'label': 'DEP'}, {'start': 48, 'end': 60, 'label': 'ARR'}]"
Comment aller à LENS depuis LA TESTE-DE-BUCH avec le moins de changements possible ?,"['Comment', 'aller', 'à', 'LENS', 'depuis', 'LA', 'TESTE-DE-BUCH', 'avec', 'le', 'moins', 'de', 'changements', 'possible', '?']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 28, 'end': 44, 'label': 'DEP'}, {'start': 16, 'end': 20, 'label': 'ARR'}]"
Quel est le moyen de transport le plus économique de ARCUEIL vers COLMAR ?,"['Quel', 'est', 'le', 'moyen', 'de', 'transport', 'le', 'plus', 'économique', 'de', 'ARCUEIL', 'vers', 'COLMAR', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 53, 'end': 60, 'label': 'DEP'}, {'start': 66, 'end': 72, 'label': 'ARR'}]"
Est-il préférable de prendre le train ou le bus pour aller de ROMANS-SUR-ISÈRE à RAMBOUILLET ?,"['Est-il', 'préférable', 'de', 'prendre', 'le', 'train', 'ou', 'le', 'bus', 'pour', 'aller', 'de', 'ROMANS-SUR-ISÈRE', 'à', 'RAMBOUILLET', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 62, 'end': 78, 'label': 'DEP'}, {'start': 81, 'end': 92, 'label': 'ARR'}]"
Comment rejoindre LES SABLES-D'OLONNE de nuit en partant de MONTPELLIER ?,"['Comment', 'rejoindre', 'LES', 'SABLES', '-', ""D'"", 'OLONNE', 'de', 'nuit', 'en', 'partant', 'de', 'MONTPELLIER', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[{'start': 60, 'end': 71, 'label': 'DEP'}, {'start': 18, 'end': 37, 'label': 'ARR'}]"
Montre-moi un trajet de MAUBEUGE à BERGERAC avec le moins d'attente.,"['Montre', '-moi', 'un', 'trajet', 'de', 'MAUBEUGE', 'à', 'BERGERAC', 'avec', 'le', 'moins', ""d'"", 'attente', '.']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 24, 'end': 32, 'label': 'DEP'}, {'start': 35, 'end': 43, 'label': 'ARR'}]"
Quels sont les horaires des transports publics entre AGEN et CRÉTEIL ?,"['Quels', 'sont', 'les', 'horaires', 'des', 'transports', 'publics', 'entre', 'AGEN', 'et', 'CRÉTEIL', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 53, 'end': 57, 'label': 'DEP'}, {'start': 61, 'end': 68, 'label': 'ARR'}]"
Puis-je me rendre de LES LILAS à GARGES-LÈS-GONESSE sans correspondance ?,"['Puis', '-je', 'me', 'rendre', 'de', 'LES', 'LILAS', 'à', 'GARGES-LÈS-GONESSE', 'sans', 'correspondance', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]","[{'start': 21, 'end': 30, 'label': 'DEP'}, {'start': 33, 'end': 51, 'label': 'ARR'}]"
Trouve-moi le moyen de transport le plus économique pour aller de FONTAINE à FONTENAY-AUX-ROSES.,"['Trouve', '-moi', 'le', 'moyen', 'de', 'transport', 'le', 'plus', 'économique', 'pour', 'aller', 'de', 'FONTAINE', 'à', 'FONTENAY-AUX-ROSES', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 66, 'end': 74, 'label': 'DEP'}, {'start': 77, 'end': 95, 'label': 'ARR'}]"
Combien de temps dure le trajet entre AJACCIO et CHÂTILLON en voiture ?,"['Combien', 'de', 'temps', 'dure', 'le', 'trajet', 'entre', 'AJACCIO', 'et', 'CHÂTILLON', 'en', 'voiture', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 38, 'end': 45, 'label': 'DEP'}, {'start': 49, 'end': 58, 'label': 'ARR'}]"
Est-ce qu'un itinéraire direct existe entre PALAISEAU et VILLIERS-SUR-MARNE ?,"['Est', '-ce', ""qu'"", 'un', 'itinéraire', 'direct', 'existe', 'entre', 'PALAISEAU', 'et', 'VILLIERS-SUR-MARNE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 44, 'end': 53, 'label': 'DEP'}, {'start': 57, 'end': 75, 'label': 'ARR'}]"
Quel est le trajet le plus agréable pour se rendre de BRON à CARCASSONNE ?,"['Quel', 'est', 'le', 'trajet', 'le', 'plus', 'agréable', 'pour', 'se', 'rendre', 'de', 'BRON', 'à', 'CARCASSONNE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 54, 'end': 58, 'label': 'DEP'}, {'start': 61, 'end': 72, 'label': 'ARR'}]"
Puis-je prendre un taxi de CORBEIL-ESSONNES à TARBES directement ?,"['Puis', '-je', 'prendre', 'un', 'taxi', 'de', 'CORBEIL', '-', 'ESSONNES', 'à', 'TARBES', 'directement', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]","[{'start': 27, 'end': 43, 'label': 'DEP'}, {'start': 46, 'end': 52, 'label': 'ARR'}]"
